baseline,beta_rmse,hazard_irmse,c_index,pass_beta,pass_hazard,pass_c_index,pass_all
exp,0.02375795857221874,0.006813183790636272,0.7864698531525559,True,True,True,True
weibull,0.013544074259918437,0.36914621253943397,0.7862485197587091,True,False,True,False
gompertz,0.015596761896164102,0.07504234049300366,0.7864421562258038,True,False,True,False
piecewise,0.04459542074089917,0.5833927133239594,0.785885545581964,True,False,True,False
