epoch,total,mle,pl,ode,ic,monotonic,min_slope,baseline_ref
1,1.0746768712997437,-0.26977407932281494,5.377803802490234,0.0,0.0,0.0,0.0,0.0
2,1.051345705986023,-0.29310497641563416,5.377802848815918,0.0,0.0,0.0,0.0,0.0
3,1.0311388969421387,-0.3133121132850647,5.377804279327393,0.0,0.0,0.0,0.0,0.0
4,1.0121514797210693,-0.33229953050613403,5.377804279327393,0.0,0.0,0.0,0.0,0.0
5,0.9932631850242615,-0.3511877655982971,5.377803802490234,0.0,0.0,0.0,0.0,0.0
6,0.9741678237915039,-0.3702830970287323,5.377803802490234,0.0,0.0,0.0,0.0,0.0
7,0.9550915956497192,-0.38935938477516174,5.377803802490234,0.0,0.0,0.0,0.0,0.0
8,0.9363605976104736,-0.40809038281440735,5.377803802490234,0.0,0.0,0.0,0.0,0.0
9,0.9181673526763916,-0.426283597946167,5.377803802490234,0.0,0.0,0.0,0.0,0.0
10,0.9005475640296936,-0.443903386592865,5.377803802490234,0.0,0.0,0.0,0.0,0.0
11,0.8834547996520996,-0.460996150970459,5.377803802490234,0.0,0.0,0.0,0.0,0.0
12,0.8668440580368042,-0.47760704159736633,5.377804279327393,0.0,0.0,0.0,0.0,0.0
13,0.850714921951294,-0.49373602867126465,5.377803802490234,0.0,0.0,0.0,0.0,0.0
14,0.8351134061813354,-0.5093376636505127,5.377804279327393,0.0,0.0,0.0,0.0,0.0
15,0.8201023936271667,-0.5243486762046814,5.377804279327393,0.0,0.0,0.0,0.0,0.0
16,0.8057286739349365,-0.5387222766876221,5.377803802490234,0.0,0.0,0.0,0.0,0.0
17,0.7919995188713074,-0.5524514317512512,5.377803802490234,0.0,0.0,0.0,0.0,0.0
18,0.7788853645324707,-0.5655654668807983,5.377803325653076,0.0,0.0,0.0,0.0,0.0
19,0.7663479447364807,-0.5781030058860779,5.377803802490234,0.0,0.0,0.0,0.0,0.0
20,0.7543717622756958,-0.5900791883468628,5.377803802490234,0.0,0.0,0.0,0.0,0.0
21,0.7429792881011963,-0.6014716625213623,5.377803802490234,0.0,0.0,0.0,0.0,0.0
22,0.7322180271148682,-0.6122329235076904,5.377803802490234,0.0,0.0,0.0,0.0,0.0
23,0.722137987613678,-0.6223130822181702,5.377804279327393,0.0,0.0,0.0,0.0,0.0
24,0.7127704620361328,-0.6316804885864258,5.377803802490234,0.0,0.0,0.0,0.0,0.0
25,0.7041259407997131,-0.640325129032135,5.377804279327393,0.0,0.0,0.0,0.0,0.0
26,0.6961970925331116,-0.648253858089447,5.377803802490234,0.0,0.0,0.0,0.0,0.0
27,0.6889702081680298,-0.6554808616638184,5.377804279327393,0.0,0.0,0.0,0.0,0.0
28,0.6824278831481934,-0.6620231866836548,5.377804279327393,0.0,0.0,0.0,0.0,0.0
29,0.6765469908714294,-0.6679040789604187,5.377804279327393,0.0,0.0,0.0,0.0,0.0
30,0.6712939739227295,-0.6731569766998291,5.377803802490234,0.0,0.0,0.0,0.0,0.0
31,0.6666210293769836,-0.6778300404548645,5.377804279327393,0.0,0.0,0.0,0.0,0.0
32,0.6624695658683777,-0.6819815039634705,5.377804279327393,0.0,0.0,0.0,0.0,0.0
33,0.6587780714035034,-0.6856729984283447,5.377804279327393,0.0,0.0,0.0,0.0,0.0
34,0.6554930210113525,-0.6889582872390747,5.377805233001709,0.0,0.0,0.0,0.0,0.0
35,0.6525710821151733,-0.6918801069259644,5.377804756164551,0.0,0.0,0.0,0.0,0.0
36,0.6499800086021423,-0.6944710612297058,5.377804279327393,0.0,0.0,0.0,0.0,0.0
37,0.6476896405220032,-0.6967615485191345,5.377804756164551,0.0,0.0,0.0,0.0,0.0
38,0.6456653475761414,-0.6987859606742859,5.377805233001709,0.0,0.0,0.0,0.0,0.0
39,0.6438667178153992,-0.7005845904350281,5.377805233001709,0.0,0.0,0.0,0.0,0.0
40,0.6422512531280518,-0.702200174331665,5.377805709838867,0.0,0.0,0.0,0.0,0.0
41,0.6407803297042847,-0.7036710977554321,5.377805709838867,0.0,0.0,0.0,0.0,0.0
42,0.639424204826355,-0.7050272226333618,5.377805709838867,0.0,0.0,0.0,0.0,0.0
43,0.6381604075431824,-0.7062910199165344,5.377805709838867,0.0,0.0,0.0,0.0,0.0
44,0.6369697451591492,-0.7074818015098572,5.377806186676025,0.0,0.0,0.0,0.0,0.0
45,0.6358312964439392,-0.7086202502250671,5.377806186676025,0.0,0.0,0.0,0.0,0.0
46,0.6347227692604065,-0.7097288966178894,5.377806663513184,0.0,0.0,0.0,0.0,0.0
