baseline,beta_rmse,hazard_irmse,c_index,pass_beta,pass_hazard,pass_c_index,pass_all
exp,0.059724092428997184,0.010233071209539741,0.7630374629161116,True,True,True,True
weibull,0.06006355246348333,0.1169013868162377,0.7643377439187383,True,False,True,False
gompertz,0.058067722388469835,2.0004605830115687,0.7643221372530817,True,False,True,False
piecewise,0.06644122016331463,0.015935313916812018,0.7645435299312925,True,True,True,True
