baseline,beta_rmse,hazard_irmse,c_index,pass_beta,pass_hazard,pass_c_index,pass_all
exp,0.060627510873148785,0.008385564301899061,0.763006267216127,True,True,True,True
weibull,0.0599390305612907,0.11059875459879709,0.7643110130981021,True,False,True,False
gompertz,0.058115609846580894,2.0986376700479257,0.7643061321826755,True,False,True,False
piecewise,0.06593137713233017,0.012475681200468186,0.7645500240281584,True,True,True,True
