epoch,total,mle,pl,ode,ic,monotonic,min_slope,smoothness,baseline_ref
1,1.214615821838379,-0.13666053116321564,5.40510368347168,0.0,0.0,0.0,0.0,5.319803975112336e-08,0.0
2,1.1692008972167969,-0.18207517266273499,5.405104160308838,0.0,0.0,0.0,0.0,2.317375180638237e-09,0.0
3,1.127713918685913,-0.22666987776756287,5.405104637145996,0.0,0.0,0.031068669632077217,0.0,8.582305355275821e-08,0.0
4,1.0992141962051392,-0.2699485421180725,5.40510368347168,0.0,0.0,0.17883789539337158,0.0,2.9846725624338433e-07,0.0
5,1.0813863277435303,-0.3085537850856781,5.405104160308838,0.0,0.0,0.38658684492111206,0.0,5.407627554632199e-07,0.0
6,1.0656872987747192,-0.3395075798034668,5.405104160308838,0.0,0.0,0.5391204953193665,0.0,6.801184326832299e-07,0.0
7,1.0472016334533691,-0.36326050758361816,5.40510368347168,0.0,0.0,0.5917937159538269,0.0,6.836832540102478e-07,0.0
8,1.0256356000900269,-0.3816538155078888,5.405104160308838,0.0,0.0,0.5600754022598267,0.0,5.875187980564078e-07,0.0
9,1.0024768114089966,-0.39637649059295654,5.40510368347168,0.0,0.0,0.47573018074035645,0.0,4.3993310328005464e-07,0.0
10,0.979501485824585,-0.4089488387107849,5.405104637145996,0.0,0.0,0.3717128038406372,0.0,2.849855036402005e-07,0.0
11,0.9580568671226501,-0.42078134417533875,5.405104637145996,0.0,0.0,0.2756054997444153,0.0,1.5561643351702514e-07,0.0
12,0.9385392665863037,-0.43307971954345703,5.405104160308838,0.0,0.0,0.2034229189157486,0.0,6.73251960847665e-08,0.0
13,0.9204901456832886,-0.44680604338645935,5.405104160308838,0.0,0.0,0.16020001471042633,0.0,1.9917697713367488e-08,0.0
14,0.903008222579956,-0.46256646513938904,5.405104637145996,0.0,0.0,0.14298567175865173,0.0,2.5404764958381065e-09,0.0
15,0.8852930665016174,-0.4805395007133484,5.405105113983154,0.0,0.0,0.14556273818016052,0.0,9.065473927094558e-10,0.0
16,0.8670260906219482,-0.5005131363868713,5.405104160308838,0.0,0.0,0.1626310646533966,0.0,3.5762015571094707e-09,0.0
17,0.8484312295913696,-0.5219947099685669,5.405104637145996,0.0,0.0,0.19149738550186157,0.0,4.751041782213861e-09,0.0
18,0.830072283744812,-0.5443201661109924,5.405105113983154,0.0,0.0,0.23116113245487213,0.0,3.6509559819819515e-09,0.0
