baseline,beta_rmse,hazard_irmse,c_index,pass_beta,pass_hazard,pass_c_index,pass_all
exp,0.05655741860037671,0.4307597745963833,0.7630125063561238,True,False,True,False
weibull,0.0586270251123838,0.2761108623469831,0.7641406041165464,True,False,True,False
gompertz,0.05745791278955902,26.08326520229403,0.764312534210838,True,False,True,False
piecewise,0.05899480107900765,0.7786779910157187,0.764608470899952,True,False,True,False
