baseline,beta_rmse,hazard_irmse,c_index,pass_beta,pass_hazard,pass_c_index,pass_all
exp,0.02076290344317444,0.007238032572544143,0.7864698531525559,True,True,True,True
weibull,0.02828050266828752,101.87068731612547,0.7862485197587091,True,False,True,False
gompertz,0.024643417485616048,0.07914670973864879,0.7864421562258038,True,False,True,False
piecewise,0.04270598356335986,1.1751937782234867,0.785885545581964,True,False,True,False
