epoch,total,mle,pl,ode,ic,monotonic,min_slope,smoothness,baseline_ref
1,89.49858856201172,1.7890167236328125,5.446413040161133,55.47145462036133,30.876514434814453,0.0,0.0,0.0,0.0
2,84.93043518066406,1.8158347606658936,5.446413040161133,51.10863494873047,30.644363403320312,0.0,0.0,0.0,0.0
3,80.67532348632812,1.8428086042404175,5.446413516998291,47.05875778198242,30.412155151367188,0.0,0.0,0.0,0.0
4,76.70892333984375,1.8698980808258057,5.446413040161133,43.29855728149414,30.178863525390625,0.0,0.0,0.0,0.0
5,73.00933837890625,1.8970938920974731,5.446413040161133,39.807159423828125,29.943477630615234,0.0,0.0,0.0,0.0
6,69.55607604980469,1.9244158267974854,5.446413516998291,36.564762115478516,29.705299377441406,0.0,0.0,0.0,0.0
7,66.33004760742188,1.9518829584121704,5.446413040161133,33.55280685424805,29.463756561279297,0.0,0.0,0.0,0.0
8,63.313629150390625,1.9795141220092773,5.446413993835449,30.754135131835938,29.21837615966797,0.0,0.0,0.0,0.0
9,60.4908447265625,2.007323980331421,5.446413516998291,28.153188705444336,28.968730926513672,0.0,0.0,0.0,0.0
10,57.84729766845703,2.035325765609741,5.446413516998291,25.735963821411133,28.714406967163086,0.0,0.0,0.0,0.0
11,55.37009811401367,2.0635311603546143,5.446413993835449,23.489953994750977,28.45500946044922,0.0,0.0,0.0,0.0
12,53.04762268066406,2.0919485092163086,5.446413993835449,21.403955459594727,28.19011688232422,0.0,0.0,0.0,0.0
13,50.86945343017578,2.120581865310669,5.446413516998291,19.467899322509766,27.919368743896484,0.0,0.0,0.0,0.0
14,48.82604217529297,2.149427890777588,5.446413993835449,17.67265510559082,27.642353057861328,0.0,0.0,0.0,0.0
15,46.9087028503418,2.1784775257110596,5.446413993835449,16.00992774963379,27.358694076538086,0.0,0.0,0.0,0.0
16,45.10943603515625,2.2077138423919678,5.446413993835449,14.472090721130371,27.06802749633789,0.0,0.0,0.0,0.0
17,43.420814514160156,2.2371113300323486,5.446413516998291,13.05208683013916,26.770009994506836,0.0,0.0,0.0,0.0
18,41.83586120605469,2.266634225845337,5.446413993835449,11.743325233459473,26.464296340942383,0.0,0.0,0.0,0.0
19,40.348045349121094,2.2962381839752197,5.446413993835449,10.539609909057617,26.150592803955078,0.0,0.0,0.0,0.0
20,38.9510612487793,2.325864791870117,5.446413993835449,9.435039520263672,25.82855224609375,0.0,0.0,0.0,0.0
21,37.63890838623047,2.3554441928863525,5.446413993835449,8.423964500427246,25.49789810180664,0.0,0.0,0.0,0.0
22,36.40578079223633,2.3848931789398193,5.446413993835449,7.500940799713135,25.158344268798828,0.0,0.0,0.0,0.0
23,35.246002197265625,2.414114475250244,5.446413993835449,6.660662651062012,24.80962371826172,0.0,0.0,0.0,0.0
24,34.15409851074219,2.442997932434082,5.446414470672607,5.897972106933594,24.451522827148438,0.0,0.0,0.0,0.0
25,33.124725341796875,2.4714200496673584,5.446414470672607,5.207820892333984,24.08388328552246,0.0,0.0,0.0,0.0
26,32.15267562866211,2.499244213104248,5.446414470672607,4.5852766036987305,23.70655059814453,0.0,0.0,0.0,0.0
27,31.232934951782227,2.5263209342956543,5.446414470672607,4.025527000427246,23.319482803344727,0.0,0.0,0.0,0.0
28,30.360572814941406,2.552489995956421,5.446414470672607,3.523876905441284,22.9226016998291,0.0,0.0,0.0,0.0
29,29.530899047851562,2.577580213546753,5.446414470672607,3.0757832527160645,22.515932083129883,0.0,0.0,0.0,0.0
30,28.7393798828125,2.601411819458008,5.446414947509766,2.6768510341644287,22.09951400756836,0.0,0.0,0.0,0.0
31,27.98172378540039,2.6237990856170654,5.446414470672607,2.3228681087493896,21.673452377319336,0.0,0.0,0.0,0.0
32,27.253849029541016,2.6445517539978027,5.446415424346924,2.0098047256469727,21.23788833618164,0.0,0.0,0.0,0.0
33,26.551910400390625,2.6634769439697266,5.446415424346924,1.7338435649871826,20.792985916137695,0.0,0.0,0.0,0.0
34,25.87237548828125,2.680384874343872,5.446415901184082,1.4913923740386963,20.338993072509766,0.0,0.0,0.0,0.0
35,25.211952209472656,2.695087432861328,5.446415901184082,1.2790837287902832,19.876176834106445,0.0,0.0,0.0,0.0
36,24.567646026611328,2.707404375076294,5.446415901184082,1.093788743019104,19.404848098754883,0.0,0.0,0.0,0.0
