epoch,total,mle,pl,ode,ic
1,4.482827186584473,0.6755284070968628,5.3538432121276855,0.7555082440376282,0.3748689591884613
2,4.437721252441406,0.6713361144065857,5.3532023429870605,0.7299505472183228,0.35983332991600037
3,4.394014358520508,0.6672038435935974,5.3525614738464355,0.7053095102310181,0.34522008895874023
4,4.351637840270996,0.6631092429161072,5.351921081542969,0.6815693974494934,0.3309984803199768
5,4.310533046722412,0.6590628027915955,5.3512797355651855,0.6586593389511108,0.31717103719711304
6,4.270657539367676,0.6550647616386414,5.350637912750244,0.6365410685539246,0.30373266339302063
7,4.231971740722656,0.6511117219924927,5.349996566772461,0.615185558795929,0.2906762659549713
8,4.194436073303223,0.6471970081329346,5.349353313446045,0.5945701003074646,0.27799227833747864
9,4.1580119132995605,0.6433120965957642,5.3487091064453125,0.5746755003929138,0.2656697630882263
10,4.122661590576172,0.6394471526145935,5.348062515258789,0.5554850101470947,0.2536979913711548
11,4.088350772857666,0.6355929970741272,5.347414970397949,0.5369831323623657,0.2420671433210373
12,4.055047988891602,0.631741464138031,5.346765041351318,0.5191547274589539,0.23076912760734558
13,4.022724628448486,0.6278852820396423,5.3461127281188965,0.5019851922988892,0.21979768574237823
14,3.991356134414673,0.6240177154541016,5.345458507537842,0.48546192049980164,0.20914731919765472
15,3.9609203338623047,0.6201316714286804,5.34480094909668,0.46957501769065857,0.19881317019462585
16,3.9313981533050537,0.6162207126617432,5.344141483306885,0.4543154239654541,0.18879124522209167
17,3.90277099609375,0.6122789978981018,5.343477725982666,0.4396746754646301,0.17907869815826416
18,3.875025749206543,0.6083018779754639,5.342811107635498,0.4256446063518524,0.16967369616031647
19,3.8481485843658447,0.6042854189872742,5.342142105102539,0.41221684217453003,0.16057510673999786
20,3.822126865386963,0.600226640701294,5.341468334197998,0.39938342571258545,0.15178248286247253
21,3.7969508171081543,0.5961232781410217,5.34079122543335,0.3871362805366516,0.14329583942890167
22,3.7726118564605713,0.5919734835624695,5.3401103019714355,0.3754676878452301,0.13511532545089722
23,3.7490999698638916,0.5877761840820312,5.339426040649414,0.36436963081359863,0.12724122405052185
24,3.7264068126678467,0.5835307240486145,5.338736534118652,0.3538341224193573,0.11967377364635468
25,3.7045247554779053,0.5792369842529297,5.338043689727783,0.343852698802948,0.11241308599710464
26,3.683443069458008,0.5748952031135559,5.337345123291016,0.33441632986068726,0.10545899718999863
27,3.663154363632202,0.5705063939094543,5.336643218994141,0.32551562786102295,0.09881097078323364
28,3.6436479091644287,0.5660713315010071,5.335935592651367,0.31714075803756714,0.09246791154146194
29,3.624912738800049,0.5615913271903992,5.33522367477417,0.3092813193798065,0.08642809838056564
30,3.6069366931915283,0.557067334651947,5.334506988525391,0.30192649364471436,0.08068911731243134
31,3.5897059440612793,0.5525006055831909,5.333785057067871,0.2950648069381714,0.07524777203798294
32,3.5732057094573975,0.5478922128677368,5.333057880401611,0.28868427872657776,0.0701000913977623
33,3.5574188232421875,0.5432429909706116,5.332324981689453,0.28277212381362915,0.0652412548661232
34,3.542327880859375,0.5385534763336182,5.331587791442871,0.2773149013519287,0.0606655590236187
35,3.5279111862182617,0.5338242650032043,5.330844402313232,0.27229833602905273,0.056366559118032455
36,3.514147996902466,0.5290557742118835,5.3300957679748535,0.26770737767219543,0.05233693867921829
37,3.5010318756103516,0.5242578387260437,5.329342365264893,0.2635291814804077,0.04857359454035759
38,3.48856258392334,0.5194455981254578,5.328587532043457,0.25974932312965393,0.04507371038198471
39,3.47672700881958,0.5146325826644897,5.327828407287598,0.2563490867614746,0.041831132024526596
40,3.4655091762542725,0.50983065366745,5.3270697593688965,0.25330641865730286,0.03883713483810425
41,3.4548842906951904,0.505050539970398,5.3263115882873535,0.25059688091278076,0.03608110547065735
42,3.4448232650756836,0.5003021359443665,5.325552463531494,0.2481939047574997,0.03355105221271515
43,3.4352962970733643,0.4955943524837494,5.324796199798584,0.2460697889328003,0.031234143301844597
44,3.426269292831421,0.4909358024597168,5.324041366577148,0.24419571459293365,0.02911711111664772
45,3.417708396911621,0.48633432388305664,5.32328987121582,0.24254247546195984,0.027186544612050056
46,3.4095778465270996,0.4817976653575897,5.322540760040283,0.24108044803142548,0.02542922832071781
47,3.4018430709838867,0.4773332178592682,5.3217949867248535,0.23978005349636078,0.023832302540540695
48,3.3944694995880127,0.47294819355010986,5.321052074432373,0.23861177265644073,0.022383445873856544
49,3.3874237537384033,0.4686497151851654,5.320313453674316,0.23754647374153137,0.021071000024676323
50,3.38067364692688,0.464444637298584,5.319579124450684,0.2365553230047226,0.019884008914232254
51,3.374185800552368,0.46033966541290283,5.31884765625,0.2356100231409073,0.018812300637364388
52,3.367931365966797,0.45634135603904724,5.318120956420898,0.23468294739723206,0.01784648932516575
53,3.3618805408477783,0.452455997467041,5.317398548126221,0.23374712467193604,0.016977978870272636
54,3.3560051918029785,0.44868946075439453,5.316680908203125,0.2327764332294464,0.01619895175099373
55,3.3502793312072754,0.44504740834236145,5.315967559814453,0.231745645403862,0.015502342022955418
56,3.3446767330169678,0.44153475761413574,5.315258979797363,0.23063059151172638,0.014881817623972893
57,3.3391733169555664,0.43815621733665466,5.314554214477539,0.22940824925899506,0.014331734739243984
58,3.3337466716766357,0.4349156618118286,5.313853740692139,0.22805696725845337,0.0138471107929945
59,3.3283753395080566,0.43181633949279785,5.313157558441162,0.22655650973320007,0.013423594646155834
60,3.3230395317077637,0.4288606345653534,5.312465667724609,0.22488845884799957,0.013057416304945946
61,3.317720890045166,0.4260501265525818,5.3117780685424805,0.2230362594127655,0.012745377607643604
62,3.3124029636383057,0.4233853816986084,5.311094284057617,0.22098569571971893,0.012484806589782238
63,3.3070712089538574,0.4208658039569855,5.310413360595703,0.21872518956661224,0.012273541651666164
64,3.3017141819000244,0.4184897840023041,5.309736728668213,0.2162461280822754,0.012109885923564434
65,3.2963221073150635,0.4162541329860687,5.309063911437988,0.21354329586029053,0.011992624029517174
66,3.2908878326416016,0.4141543209552765,5.308393955230713,0.2106156051158905,0.011920945718884468
67,3.2854087352752686,0.4121844470500946,5.307726860046387,0.2074664831161499,0.011894471012055874
68,3.2798848152160645,0.4103364944458008,5.307060718536377,0.20410458743572235,0.011913188733160496
69,3.2743213176727295,0.40860068798065186,5.306397914886475,0.20054441690444946,0.011977425776422024
70,3.268728256225586,0.40696486830711365,5.305737018585205,0.19680722057819366,0.012087810784578323
71,3.2631194591522217,0.4054144322872162,5.305076599121094,0.19292157888412476,0.012245165184140205
72,3.257514715194702,0.4039319157600403,5.304416656494141,0.188924178481102,0.012450446374714375
73,3.2519402503967285,0.4024963974952698,5.303757667541504,0.1848604530096054,0.012704547494649887
74,3.2464253902435303,0.40108323097229004,5.303098201751709,0.18078500032424927,0.013008128851652145
75,3.241004705429077,0.3996630311012268,5.302437782287598,0.17676159739494324,0.013361318968236446
76,3.235715627670288,0.3982013165950775,5.3017754554748535,0.17286314070224762,0.013763340190052986
77,3.2305960655212402,0.39665767550468445,5.301111698150635,0.16917036473751068,0.014212054200470448
78,3.2256808280944824,0.3949849307537079,5.30044412612915,0.1657702922821045,0.014703397639095783
79,3.2209997177124023,0.3931286633014679,5.299773693084717,0.16275343298912048,0.01523078978061676
80,3.216571569442749,0.39102742075920105,5.299098968505859,0.1602100431919098,0.01578458957374096
81,3.212400436401367,0.38861340284347534,5.298419952392578,0.15822520852088928,0.016351675614714622
82,3.2084720134735107,0.38581475615501404,5.297736644744873,0.15687373280525208,0.016915377229452133
83,3.2047533988952637,0.3825598359107971,5.297046184539795,0.15621444582939148,0.01745598204433918
84,3.2011971473693848,0.37878289818763733,5.296352863311768,0.15628582239151,0.017951983958482742
85,3.1977429389953613,0.37443187832832336,5.295651912689209,0.15710288286209106,0.018382204696536064
86,3.194335460662842,0.3694770336151123,5.294947147369385,0.15865638852119446,0.018728435039520264
87,3.1909286975860596,0.3639184534549713,5.294236660003662,0.16091381013393402,0.01897818222641945
88,3.1875,0.357791543006897,5.293521881103516,0.1638210117816925,0.01912676729261875
89,3.184051990509033,0.35116857290267944,5.292802333831787,0.16730383038520813,0.019178317859768867
90,3.180610179901123,0.34415629506111145,5.292081356048584,0.17126762866973877,0.019145410507917404
91,3.1772122383117676,0.3368898630142212,5.291357517242432,0.17559608817100525,0.01904749684035778
92,3.1738994121551514,0.32952460646629333,5.290633201599121,0.18014957010746002,0.01890869252383709
93,3.170701026916504,0.3222258687019348,5.2899088859558105,0.18476559221744537,0.01875523291528225
94,3.1676275730133057,0.315158873796463,5.289186477661133,0.1892624944448471,0.018613213673233986
95,3.1646666526794434,0.30847877264022827,5.28846549987793,0.19344839453697205,0.018506694585084915
96,3.1617860794067383,0.3023219406604767,5.28774881362915,0.19713331758975983,0.018456459045410156
97,3.1589407920837402,0.2967988848686218,5.2870354652404785,0.20014497637748718,0.01847919449210167
98,3.156083583831787,0.29198870062828064,5.286327362060547,0.20234426856040955,0.018587147817015648
99,3.1531741619110107,0.28793591260910034,5.285623550415039,0.20363837480545044,0.018788013607263565
100,3.1501858234405518,0.2846486568450928,5.284924507141113,0.20399005711078644,0.019084906205534935
101,3.147111415863037,0.2820990979671478,5.284230709075928,0.20342054963111877,0.01947634480893612
