baseline,beta_rmse,hazard_irmse,c_index,pass_beta,pass_hazard,pass_c_index,pass_all
exp,0.05934741401940495,0.011631286859132667,0.7630312237761147,True,True,True,True
weibull,0.06038102972287807,0.11449359210258662,0.7643076717455226,True,False,True,False
gompertz,0.058844992327119816,1.7889984212381411,0.764373353478382,True,False,True,False
piecewise,0.06573161682437036,0.01172452663854742,0.7645532710765913,True,True,True,True
