epoch,total,mle,pl,ode,ic,monotonic,min_slope,smoothness,baseline_ref
1,1.3489145040512085,-0.012689044699072838,5.446413040161133,0.0,0.0,0.0,0.0,2.5700830352803905e-09,0.0
2,1.3034955263137817,-0.05879727378487587,5.446413040161133,0.0,0.0,0.006837577559053898,0.0,5.743122954982027e-08,0.0
3,1.2651780843734741,-0.10376192629337311,5.446413516998291,0.0,0.0,0.07315531373023987,0.0,2.1097540070513787e-07,0.0
4,1.2364720106124878,-0.14654593169689178,5.446413040161133,0.0,0.0,0.2137182652950287,0.0,4.279648919691681e-07,0.0
5,1.213646411895752,-0.18408702313899994,5.446413993835449,0.0,0.0,0.3607027530670166,0.0,5.976105512672802e-07,0.0
6,1.191259503364563,-0.21514376997947693,5.446413040161133,0.0,0.0,0.4473505914211273,0.0,6.495787374660722e-07,0.0
7,1.1673280000686646,-0.24080897867679596,5.446413516998291,0.0,0.0,0.4647359549999237,0.0,5.997126208967529e-07,0.0
8,1.1420904397964478,-0.262460321187973,5.446413040161133,0.0,0.0,0.4289894700050354,0.0,4.865984237767407e-07,0.0
9,1.1165199279785156,-0.28135359287261963,5.446413516998291,0.0,0.0,0.3623529374599457,0.0,3.481499391000398e-07,0.0
10,1.0916781425476074,-0.2986486554145813,5.446413516998291,0.0,0.0,0.28701820969581604,0.0,2.1638805947077344e-07,0.0
11,1.068244218826294,-0.31537574529647827,5.446413993835449,0.0,0.0,0.2200535535812378,0.0,1.1248199882629706e-07,0.0
12,1.046331524848938,-0.33242067694664,5.446413516998291,0.0,0.0,0.17144277691841125,0.0,4.51779449406331e-08,0.0
13,1.0255664587020874,-0.3504810631275177,5.446413993835449,0.0,0.0,0.14442743360996246,0.0,1.2005266114556434e-08,0.0
14,1.0053476095199585,-0.36999356746673584,5.446413516998291,0.0,0.0,0.13737516105175018,0.0,2.925580888657464e-09,0.0
15,0.9851865768432617,-0.3910839557647705,5.446413516998291,0.0,0.0,0.14666584134101868,0.0,5.7094906580346105e-09,0.0
16,0.9649333357810974,-0.4135930836200714,5.446413993835449,0.0,0.0,0.16921833157539368,0.0,1.0794768634525553e-08,0.0
17,0.944786548614502,-0.43715032935142517,5.446413993835449,0.0,0.0,0.20332063734531403,0.0,1.3435713874798694e-08,0.0
18,0.9251298308372498,-0.46124139428138733,5.446413993835449,0.0,0.0,0.2476639747619629,0.0,1.3121463027232494e-08,0.0
19,0.9062908291816711,-0.48525604605674744,5.446413993835449,0.0,0.0,0.29942283034324646,0.0,1.1557403034601066e-08,0.0
20,0.8883296251296997,-0.5085464715957642,5.446413993835449,0.0,0.0,0.35271555185317993,0.0,1.0540486705679086e-08,0.0
21,0.8709831237792969,-0.5305359959602356,5.446413993835449,0.0,0.0,0.3991450071334839,0.0,1.106922375981867e-08,0.0
22,0.8538557887077332,-0.5508629679679871,5.446413993835449,0.0,0.0,0.4311380684375763,0.0,1.4304736950521146e-08,0.0
23,0.8367275595664978,-0.5694688558578491,5.446413993835449,0.0,0.0,0.44590574502944946,0.0,2.322247816266554e-08,0.0
24,0.819710373878479,-0.5865789651870728,5.446414470672607,0.0,0.0,0.44681480526924133,0.0,4.2533542909950484e-08,0.0
25,0.803107500076294,-0.6026180982589722,5.446414947509766,0.0,0.0,0.44114238023757935,0.0,7.610482555264753e-08,0.0
26,0.7870380878448486,-0.6180199384689331,5.446414470672607,0.0,0.0,0.43441975116729736,0.0,1.2447247854652232e-07,0.0
27,0.7714735865592957,-0.6330900192260742,5.446414947509766,0.0,0.0,0.4294140934944153,0.0,1.8496038478588162e-07,0.0
28,0.7563440203666687,-0.647990882396698,5.446414470672607,0.0,0.0,0.42705976963043213,0.0,2.531089933199837e-07,0.0
29,0.7416035532951355,-0.6627638936042786,5.446414947509766,0.0,0.0,0.42731302976608276,0.0,3.242996058361314e-07,0.0
30,0.7272453308105469,-0.6773556470870972,5.446414470672607,0.0,0.0,0.42957866191864014,0.0,3.9515586536253977e-07,0.0
31,0.7132963538169861,-0.6916441321372986,5.446414470672607,0.0,0.0,0.43290457129478455,0.0,4.642841702207079e-07,0.0
32,0.699799120426178,-0.7054673433303833,5.446414470672607,0.0,0.0,0.43609586358070374,0.0,5.326203336153412e-07,0.0
33,0.6867924332618713,-0.7186503410339355,5.446415424346924,0.0,0.0,0.43778565526008606,0.0,6.035116371094773e-07,0.0
34,0.6742941737174988,-0.731036901473999,5.446414470672607,0.0,0.0,0.4365922510623932,0.0,6.822148748142354e-07,0.0
35,0.6622990369796753,-0.7425141930580139,5.446414947509766,0.0,0.0,0.4313197433948517,0.0,7.753768045404286e-07,0.0
36,0.6507813930511475,-0.7530264258384705,5.446414947509766,0.0,0.0,0.421150267124176,0.0,8.904356718630879e-07,0.0
37,0.6397093534469604,-0.7625773549079895,5.446415424346924,0.0,0.0,0.40579310059547424,0.0,1.0354145842939033e-06,0.0
38,0.6290569305419922,-0.7712224721908569,5.446415424346924,0.0,0.0,0.3855375349521637,0.0,1.2179256145827821e-06,0.0
39,0.6188122034072876,-0.7790513634681702,5.446415901184082,0.0,0.0,0.3611508905887604,0.0,1.444674126105383e-06,0.0
40,0.6089781522750854,-0.7861706018447876,5.446415424346924,0.0,0.0,0.3337283134460449,0.0,1.7209332554557477e-06,0.0
41,0.5995694994926453,-0.792688250541687,5.446415424346924,0.0,0.0,0.3044893145561218,0.0,2.0498694084380986e-06,0.0
42,0.5906038284301758,-0.7987037301063538,5.446415901184082,0.0,0.0,0.2746039032936096,0.0,2.431869233987527e-06,0.0
43,0.5820955634117126,-0.8043028712272644,5.446415901184082,0.0,0.0,0.24507994949817657,0.0,2.8648378247453365e-06,0.0
44,0.5740525126457214,-0.8095556497573853,5.446415424346924,0.0,0.0,0.21669918298721313,0.0,3.3436997455282835e-06,0.0
45,0.5664740800857544,-0.8145168423652649,5.446415901184082,0.0,0.0,0.1900077909231186,0.0,3.861629011225887e-06,0.0
46,0.5593523383140564,-0.819226086139679,5.446415901184082,0.0,0.0,0.16533391177654266,0.0,4.4105095184932e-06,0.0
47,0.552675724029541,-0.8237086534500122,5.446415901184082,0.0,0.0,0.14282146096229553,0.0,4.9820932872535195e-06,0.0
48,0.5464318990707397,-0.8279763460159302,5.446415424346924,0.0,0.0,0.12247439473867416,0.0,5.569271252170438e-06,0.0
49,0.5406108498573303,-0.8320296406745911,5.446414947509766,0.0,0.0,0.10420045256614685,0.0,6.167298124637455e-06,0.0
50,0.5352055430412292,-0.8358610272407532,5.446415901184082,0.0,0.0,0.08785159140825272,0.0,6.7741375460173e-06,0.0
51,0.5302090048789978,-0.8394597172737122,5.446414947509766,0.0,0.0,0.0732588917016983,0.0,7.390776772808749e-06,0.0
52,0.525615394115448,-0.8428164720535278,5.446414947509766,0.0,0.0,0.06025993078947067,0.0,8.021837857086211e-06,0.0
53,0.5214148759841919,-0.8459282517433167,5.446415424346924,0.0,0.0,0.048718929290771484,0.0,8.673817319504451e-06,0.0
54,0.5175929665565491,-0.8487997651100159,5.446414470672607,0.0,0.0,0.03853707015514374,0.0,9.354261237604078e-06,0.0
55,0.5141323804855347,-0.8514437675476074,5.446414947509766,0.0,0.0,0.029653584584593773,0.0,1.0071096767205745e-05,0.0
56,0.5110127329826355,-0.8538779020309448,5.446415424346924,0.0,0.0,0.022037362679839134,0.0,1.0830173778231256e-05,0.0
57,0.508213460445404,-0.8561208248138428,5.446414947509766,0.0,0.0,0.01567123830318451,0.0,1.1634514521574602e-05,0.0
58,0.5057161450386047,-0.8581892251968384,5.446414947509766,0.0,0.0,0.010532919317483902,0.0,1.2483444152167067e-05,0.0
59,0.5035028457641602,-0.8600956201553345,5.446414470672607,0.0,0.0,0.00657724030315876,0.0,1.3371280147111975e-05,0.0
60,0.5015565752983093,-0.8618486523628235,5.446415424346924,0.0,0.0,0.0037240672390908003,0.0,1.428958694305038e-05,0.0
61,0.49985525012016296,-0.8634545207023621,5.446414470672607,0.0,0.0,0.0018361047841608524,0.0,1.5225477909552865e-05,0.0
62,0.4983731210231781,-0.8649192452430725,5.446414470672607,0.0,0.0,0.0007219918770715594,0.0,1.6165491615538485e-05,0.0
63,0.49708282947540283,-0.866248369216919,5.446414470672607,0.0,0.0,0.00017933965136762708,0.0,1.70965249708388e-05,0.0
64,0.4959566295146942,-0.8674484491348267,5.446413993835449,0.0,0.0,8.949888069764711e-06,0.0,1.800699465093203e-05,0.0
65,0.4949662983417511,-0.8685261607170105,5.446413993835449,0.0,0.0,0.0,0.0,1.8889499187935144e-05,0.0
66,0.4940885007381439,-0.8694893717765808,5.446414947509766,0.0,0.0,0.0,0.0,1.9741213691304438e-05,0.0
67,0.4933130145072937,-0.87034672498703,5.446414470672607,0.0,0.0,0.0,0.0,2.0561355995596386e-05,0.0
68,0.4926314353942871,-0.8711071610450745,5.446414470672607,0.0,0.0,0.0,0.0,2.1349842427298427e-05,0.0
69,0.49203380942344666,-0.871780276298523,5.446413993835449,0.0,0.0,0.0,0.0,2.2105759853729978e-05,0.0
70,0.491510808467865,-0.87237548828125,5.446414470672607,0.0,0.0,0.0,0.0,2.28267272177618e-05,0.0
71,0.49105319380760193,-0.8729012608528137,5.446414470672607,0.0,0.0,0.0,0.0,2.350830618524924e-05,0.0
72,0.49065256118774414,-0.8733655214309692,5.446414470672607,0.0,0.0,0.0,0.0,2.414450682408642e-05,0.0
73,0.4903012812137604,-0.873775064945221,5.446414470672607,0.0,0.0,0.0,0.0,2.472719097568188e-05,0.0
74,0.4899914860725403,-0.8741368055343628,5.446413993835449,0.0,0.0,0.0,0.0,2.5247787561966106e-05,0.0
75,0.48971638083457947,-0.8744569420814514,5.446413993835449,0.0,0.0,0.0,0.0,2.5698263925733045e-05,0.0
76,0.48946887254714966,-0.874741792678833,5.446413516998291,0.0,0.0,0.0,0.0,2.6072710170410573e-05,0.0
