epoch,total,mle,pl,ode,ic,monotonic,min_slope
1,1043803.3125,0.6761618852615356,5.9267168045043945,0.8935956358909607,0.4297761917114258,948889.0,948910.9375
2,313717.0,0.6801562905311584,5.926590919494629,0.888032853603363,0.4296518862247467,285183.125,285195.21875
3,9607.2080078125,0.6841146349906921,5.926419734954834,0.8826256394386292,0.42949703335762024,8728.677734375,8730.8623046875
4,3.562251329421997,0.6879861354827881,5.926044464111328,0.8772569894790649,0.42922472953796387,0.0023513631895184517,0.08603719621896744
5,3.5430805683135986,0.6949093341827393,5.925402641296387,0.8647379875183105,0.4275555908679962,0.0007364213233813643,0.07445332407951355
6,3.5255937576293945,0.7024422287940979,5.924595355987549,0.8506242632865906,0.4254579246044159,0.0003179868799634278,0.0658886581659317
7,3.509047508239746,0.710196316242218,5.923694133758545,0.835797131061554,0.42311689257621765,0.00015143476775847375,0.05899843946099281
8,3.4932141304016113,0.717976450920105,5.922731399536133,0.8206722140312195,0.4206172227859497,6.696421769447625e-05,0.0532585009932518
9,3.4779765605926514,0.7256613373756409,5.921725273132324,0.8054713010787964,0.41800543665885925,2.510551712475717e-05,0.04840460792183876
10,3.463247060775757,0.7331655025482178,5.920685291290283,0.7903305292129517,0.4153077304363251,6.915128778928192e-06,0.04427121579647064
11,3.448951244354248,0.7404286861419678,5.919620513916016,0.7753385305404663,0.41254135966300964,9.365963933305466e-07,0.04073766991496086
12,3.4350242614746094,0.747407078742981,5.91853666305542,0.7605558633804321,0.4097181558609009,2.6431243860258746e-09,0.037709325551986694
13,3.4214088916778564,0.7540684342384338,5.917436599731445,0.7460250854492188,0.40684619545936584,0.0,0.035109978169202805
14,3.408053159713745,0.7603875994682312,5.916324138641357,0.7317764759063721,0.403930127620697,0.0,0.0328778401017189
15,3.394911289215088,0.766345202922821,5.915201187133789,0.7178314328193665,0.40097200870513916,0.0,0.030962539836764336
16,3.3819425106048584,0.7719257473945618,5.9140706062316895,0.7042043805122375,0.39797207713127136,0.0,0.029322708025574684
17,3.369107961654663,0.7771167159080505,5.912933826446533,0.6909051537513733,0.39492878317832947,0.0,0.02792416699230671
18,3.3563735485076904,0.7819079756736755,5.911791801452637,0.6779399514198303,0.39183923602104187,0.0,0.026738468557596207
19,3.3437061309814453,0.7862915396690369,5.910645008087158,0.6653119325637817,0.3886997103691101,0.0,0.025741783902049065
20,3.331077814102173,0.7902616858482361,5.909496784210205,0.6530223488807678,0.38550567626953125,0.0,0.02491402067244053
21,3.3184614181518555,0.7938144207000732,5.908346176147461,0.6410696506500244,0.3822528123855591,0.0,0.02423817105591297
22,3.305833101272583,0.7969480156898499,5.907193183898926,0.6294508576393127,0.3789362907409668,0.0,0.02369971200823784
23,3.2931718826293945,0.7996624112129211,5.906040668487549,0.6181614398956299,0.37555164098739624,0.0,0.023286184296011925
24,3.2804582118988037,0.8019595146179199,5.904887676239014,0.6071954369544983,0.37209445238113403,0.0,0.022986771538853645
25,3.2676753997802734,0.8038431406021118,5.903735637664795,0.5965456366539001,0.36856046319007874,0.0,0.02279200404882431
26,3.254808187484741,0.8053184747695923,5.902585029602051,0.5862040519714355,0.3649458885192871,0.0,0.022693457081913948
27,3.2418439388275146,0.806393027305603,5.901435852050781,0.5761610865592957,0.36124706268310547,0.0,0.02268354222178459
28,3.2287704944610596,0.8070752620697021,5.900289058685303,0.5664067268371582,0.35746100544929504,0.0,0.022755267098546028
29,3.215579032897949,0.8073759078979492,5.899144649505615,0.5569301843643188,0.3535846471786499,0.0,0.022902047261595726
30,3.2022600173950195,0.8073065280914307,5.8980021476745605,0.5477199554443359,0.34961560368537903,0.0,0.023117590695619583
31,3.188807964324951,0.8068802356719971,5.8968634605407715,0.538764476776123,0.34555163979530334,0.0,0.023395715281367302
32,3.17521595954895,0.8061115741729736,5.89572811126709,0.5300512909889221,0.34139081835746765,0.0,0.023730285465717316
33,3.161480188369751,0.8050164580345154,5.894596576690674,0.5215678811073303,0.33713167905807495,0.0,0.02411511167883873
34,3.147597074508667,0.803611695766449,5.89346981048584,0.5133012533187866,0.3327729403972626,0.0,0.02454383857548237
35,3.1335647106170654,0.8019158840179443,5.892346382141113,0.5052384734153748,0.3283137083053589,0.0,0.02500985562801361
36,3.1193809509277344,0.799948513507843,5.8912272453308105,0.4973659813404083,0.32375335693359375,0.0,0.025506220757961273
37,3.105046510696411,0.7977306842803955,5.890113830566406,0.4896702468395233,0.3190915286540985,0.0,0.026025619357824326
38,3.090561628341675,0.7952852845191956,5.889003753662109,0.482136994600296,0.3143281936645508,0.0,0.026560384780168533
39,3.075929880142212,0.792637288570404,5.887899398803711,0.47475147247314453,0.3094636797904968,0.0,0.027102520689368248
40,3.06115460395813,0.7898141145706177,5.886800289154053,0.4674980342388153,0.3044985830783844,0.0,0.02764374203979969
41,3.0462424755096436,0.786846935749054,5.885705947875977,0.4603596031665802,0.2994338274002075,0.0,0.02817554399371147
42,3.031202793121338,0.7837714552879333,5.884616851806641,0.45331719517707825,0.294270783662796,0.0,0.028689218685030937
43,3.016049385070801,0.7806304097175598,5.883533477783203,0.44634899497032166,0.28901106119155884,0.0,0.029175708070397377
44,3.000800848007202,0.7774767875671387,5.882453918457031,0.43942883610725403,0.2836567461490631,0.0,0.029624855145812035
45,2.985481023788452,0.77437824010849,5.881380558013916,0.4325246512889862,0.27821046113967896,0.0,0.03002255968749523
46,2.9701154232025146,0.7714232206344604,5.880311965942383,0.4255960285663605,0.272675484418869,0.0,0.030342593789100647
47,2.9547152519226074,0.768724262714386,5.879249095916748,0.41859427094459534,0.267056405544281,0.0,0.030527768656611443
48,2.9392504692077637,0.7664105892181396,5.87819242477417,0.41146716475486755,0.26135990023612976,0.0,0.030464813113212585
49,2.9236390590667725,0.7646002769470215,5.877141952514648,0.40417400002479553,0.25559478998184204,0.0,0.029984373599290848
50,2.907780170440674,0.7633562088012695,5.876099109649658,0.3967016935348511,0.2497704178094864,0.0,0.02892710082232952
51,2.8916451930999756,0.7626467347145081,5.875063896179199,0.38907578587532043,0.24389269948005676,0.0,0.027264220640063286
52,2.875321388244629,0.7623348832130432,5.874034404754639,0.3813581168651581,0.23796199262142181,0.0,0.025157755240797997
53,2.8589539527893066,0.7621954679489136,5.873007774353027,0.3736378848552704,0.2319754660129547,0.0,0.02289314940571785
54,2.8426427841186523,0.7619516849517822,5.871983051300049,0.36601945757865906,0.22593243420124054,0.0,0.020743252709507942
55,2.826390027999878,0.7613277435302734,5.870960235595703,0.35860469937324524,0.21983779966831207,0.0,0.01887957751750946
56,2.8101253509521484,0.7600955963134766,5.869937896728516,0.3514748513698578,0.2137010544538498,0.0,0.017369532957673073
57,2.793764352798462,0.7581040263175964,5.868916988372803,0.34467992186546326,0.20753361284732819,0.0,0.016217704862356186
58,2.777249574661255,0.7552827000617981,5.867897033691406,0.3382381796836853,0.20134654641151428,0.0,0.015407759696245193
59,2.7605741024017334,0.7516387701034546,5.866880416870117,0.33213892579078674,0.19514910876750946,0.0,0.01492701843380928
60,2.743788480758667,0.7472581267356873,5.865863800048828,0.32634299993515015,0.18894854187965393,0.0,0.014772575348615646
61,2.726987361907959,0.7423114776611328,5.86484956741333,0.3207821249961853,0.1827506273984909,0.0,0.014930659905076027
62,2.7102503776550293,0.7370584607124329,5.863836765289307,0.3153606653213501,0.1765623241662979,0.0,0.01530988048762083
63,2.6935575008392334,0.7318072319030762,5.862824440002441,0.3099757730960846,0.17039570212364197,0.0,0.0156725887209177
64,2.676797866821289,0.7268039584159851,5.861815452575684,0.3045569658279419,0.16426719725131989,0.0,0.015715893357992172
65,2.659921884536743,0.7221041917800903,5.860809803009033,0.2991008162498474,0.15818904340267181,0.0,0.015325370244681835
66,2.643010377883911,0.7175702452659607,5.859807014465332,0.29366374015808105,0.152165949344635,0.0,0.014658765867352486
67,2.6261677742004395,0.7129282355308533,5.8588056564331055,0.28834331035614014,0.14620056748390198,0.0,0.013994107022881508
68,2.6094233989715576,0.7079026699066162,5.8578057289123535,0.2832406163215637,0.14030298590660095,0.0,0.013525750488042831
69,2.592747449874878,0.702303946018219,5.856808185577393,0.27842676639556885,0.1344863921403885,0.0,0.013328028842806816
70,2.5761141777038574,0.6960570812225342,5.855813503265381,0.27393242716789246,0.1287630945444107,0.0,0.013408160768449306
71,2.5595438480377197,0.6891982555389404,5.85482120513916,0.26975151896476746,0.12314441800117493,0.0,0.013744288124144077
72,2.5430924892425537,0.6818498373031616,5.85383415222168,0.2658507823944092,0.11764076352119446,0.0,0.014292581006884575
73,2.526822090148926,0.6741918325424194,5.852851867675781,0.2621798515319824,0.11226160079240799,0.0,0.014975831843912601
74,2.5107667446136475,0.6664325594902039,5.851874828338623,0.25867968797683716,0.10701540112495422,0.0,0.01567046344280243
75,2.4949252605438232,0.6587541103363037,5.85090446472168,0.2552998960018158,0.10190972685813904,0.0,0.01623557321727276
76,2.4792840480804443,0.6512772440910339,5.849941253662109,0.2520088255405426,0.09695115685462952,0.0,0.016561223194003105
77,2.4638471603393555,0.6440297961235046,5.848984718322754,0.24880331754684448,0.09214524924755096,0.0,0.016622506082057953
78,2.448646068572998,0.6369611024856567,5.848037242889404,0.24570319056510925,0.08749670535326004,0.0,0.016475582495331764
79,2.4337148666381836,0.6299640536308289,5.8470964431762695,0.24274393916130066,0.08300920575857162,0.0,0.016223540529608727
80,2.4190733432769775,0.6229254603385925,5.846164226531982,0.2399604618549347,0.07868559658527374,0.0,0.015960946679115295
81,2.4047255516052246,0.615752100944519,5.845241069793701,0.2373799830675125,0.07452783733606339,0.0,0.015755485743284225
82,2.3906683921813965,0.6083886027336121,5.844325542449951,0.23501676321029663,0.0705370306968689,0.0,0.015644511207938194
83,2.376903772354126,0.6008297204971313,5.84342098236084,0.2328692078590393,0.06671350449323654,0.0,0.015635885298252106
84,2.3634395599365234,0.593110978603363,5.842524528503418,0.23092325031757355,0.0630568191409111,0.0,0.015717511996626854
85,2.350290060043335,0.5853003859519958,5.841638565063477,0.22915484011173248,0.05956587195396423,0.0,0.01585940271615982
86,2.33746600151062,0.5774850249290466,5.840763092041016,0.22753390669822693,0.056238848716020584,0.0,0.016017554327845573
87,2.3249728679656982,0.5697547793388367,5.839898586273193,0.2260289341211319,0.05307338014245033,0.0,0.016141122207045555
88,2.3128085136413574,0.5621886253356934,5.839044570922852,0.22461086511611938,0.0500665083527565,0.0,0.016181573271751404
89,2.300968885421753,0.5548392534255981,5.838201999664307,0.22325780987739563,0.04721479490399361,0.0,0.01610661670565605
90,2.2894506454467773,0.5477248430252075,5.837370872497559,0.22195753455162048,0.04451437294483185,0.0,0.015911052003502846
91,2.2782533168792725,0.5408293008804321,5.836551666259766,0.22070744633674622,0.041960977017879486,0.0,0.015617623925209045
92,2.2673778533935547,0.5341113209724426,5.835745334625244,0.21951210498809814,0.03955000638961792,0.0,0.01526818610727787
93,2.2568225860595703,0.5275217294692993,5.834949970245361,0.21837811172008514,0.037276629358530045,0.0,0.014908603392541409
94,2.246581554412842,0.5210110545158386,5.834167957305908,0.21731193363666534,0.03513579070568085,0.0,0.014580941759049892
95,2.2366461753845215,0.5145419239997864,5.833398818969727,0.2163163423538208,0.033122267574071884,0.0,0.014315873384475708
96,2.2270052433013916,0.5080975294113159,5.832642078399658,0.21538805961608887,0.031230736523866653,0.0,0.01412842608988285
97,2.2176499366760254,0.5016837120056152,5.8318986892700195,0.21451720595359802,0.029455825686454773,0.0,0.014018582180142403
98,2.208571672439575,0.4953247308731079,5.8311686515808105,0.21368849277496338,0.02779212035238743,0.0,0.013974150642752647
99,2.1997616291046143,0.48905789852142334,5.8304524421691895,0.21288269758224487,0.02623424492776394,0.0,0.013973714783787727
100,2.1912097930908203,0.4829256534576416,5.82974910736084,0.21207915246486664,0.02477685920894146,0.0,0.013990862295031548
101,2.1829044818878174,0.47696933150291443,5.8290605545043945,0.21125733852386475,0.02341471239924431,0.0,0.013998128473758698
102,2.174832582473755,0.47121942043304443,5.828385353088379,0.21040000021457672,0.022142646834254265,0.0,0.013974129222333431
103,2.166980028152466,0.4656904339790344,5.827723979949951,0.20949481427669525,0.020955635234713554,0.0,0.013908173888921738
104,2.159334659576416,0.4603796899318695,5.8270769119262695,0.20853480696678162,0.019848797470331192,0.0,0.01380200870335102
105,2.151884078979492,0.45526933670043945,5.826444625854492,0.20751804113388062,0.018817409873008728,0.0,0.013668019324541092
106,2.144615888595581,0.45033442974090576,5.825826168060303,0.2064450979232788,0.01785692572593689,0.0,0.013523150235414505
107,2.1375186443328857,0.44554638862609863,5.825222015380859,0.20531798899173737,0.016962993890047073,0.0,0.013385787606239319
108,2.1305785179138184,0.44087862968444824,5.824632167816162,0.20413866639137268,0.0161314494907856,0.0,0.013271722011268139
109,2.123782157897949,0.43631118535995483,5.8240556716918945,0.2029075175523758,0.015358327887952328,0.0,0.013191228732466698
110,2.117117404937744,0.4318339228630066,5.823493957519531,0.2016223818063736,0.014639874920248985,0.0,0.013147607445716858
111,2.1105711460113525,0.4274464547634125,5.822946071624756,0.20027843117713928,0.013972527347505093,0.0,0.013137193396687508
112,2.1041324138641357,0.4231574535369873,5.822412490844727,0.1988684982061386,0.013352927751839161,0.0,0.01315038651227951
113,2.0977892875671387,0.4189807176589966,5.8218913078308105,0.19738416373729706,0.01277791615575552,0.0,0.013173825107514858
114,2.0915322303771973,0.41493117809295654,5.821385383605957,0.19581708312034607,0.012244517914950848,0.0,0.013193034566938877
115,2.0853488445281982,0.4110211730003357,5.820891857147217,0.19415999948978424,0.01174994558095932,0.0,0.01319490373134613
116,2.0792298316955566,0.40725719928741455,5.820411682128906,0.19240804016590118,0.011291587725281715,0.0,0.013170145452022552
