baseline,beta_rmse,hazard_irmse,c_index,pass_beta,pass_hazard,pass_c_index,pass_all
exp,0.05652075591921668,0.6193377047506496,0.7864698531525559,True,False,True,False
weibull,0.06508465313595035,1.0255163767523916,0.7862485197587091,True,False,True,False
gompertz,0.14905277976654085,0.7405135446793977,0.7864421562258038,False,False,True,False
piecewise,0.1534162933197487,0.7728723273627286,0.785885545581964,False,False,True,False
