baseline,beta_rmse,hazard_irmse,c_index,pass_beta,pass_hazard,pass_c_index,pass_all
exp,0.020669341880430014,0.011339144249494316,0.7864698531525559,True,True,True,True
weibull,0.013780389547263017,0.28834851422945973,0.7862485197587091,True,False,True,False
gompertz,0.024072282018191782,0.06503338880897812,0.7864421562258038,True,False,True,False
piecewise,0.04243072448121321,0.5565045097114021,0.785885545581964,True,False,True,False
