baseline,beta_rmse,hazard_irmse,c_index,pass_beta,pass_hazard,pass_c_index,pass_all
exp,0.15343474038044458,0.5712075230735799,0.7864698531525559,False,False,True,False
weibull,0.13493125338136425,0.6782391091102733,0.7862485197587091,False,False,True,False
gompertz,0.3176493895730208,0.6618973176127226,0.7864421562258038,False,False,True,False
piecewise,0.10975041268650987,0.5891730471263179,0.785885545581964,False,False,True,False
