epoch,total,mle,pl,ode,ic,monotonic
1,4.917496681213379,0.6419094800949097,6.0756144523620605,0.8525564670562744,0.38522350788116455,0.0
2,4.905078887939453,0.6422978639602661,6.0744733810424805,0.8427992463111877,0.38274526596069336,0.0
3,4.892763614654541,0.6426866054534912,6.073334693908691,0.8331398367881775,0.3802698850631714,0.0
4,4.880544185638428,0.6430679559707642,6.072197437286377,0.8235881328582764,0.3777889609336853,0.0
5,4.868412494659424,0.6434383988380432,6.071063041687012,0.8141438364982605,0.3752988874912262,0.0
6,4.856362342834473,0.6437966227531433,6.0699310302734375,0.8048023581504822,0.3727981448173523,0.0
7,4.844385147094727,0.644141674041748,6.068800449371338,0.7955573201179504,0.370286226272583,0.0
8,4.832472801208496,0.644472599029541,6.067672252655029,0.7864017486572266,0.36776241660118103,0.0
9,4.820617198944092,0.6447886228561401,6.066546440124512,0.7773292660713196,0.3652258813381195,0.0
10,4.808808326721191,0.6450880169868469,6.0654215812683105,0.7683343291282654,0.36267510056495667,0.0
11,4.797039031982422,0.6453688144683838,6.064299583435059,0.7594124674797058,0.3601081073284149,0.0
12,4.7853007316589355,0.6456285119056702,6.063179969787598,0.7505599856376648,0.3575226068496704,0.0
13,4.773585796356201,0.645864725112915,6.062062740325928,0.741773784160614,0.3549162745475769,0.0
14,4.7618865966796875,0.6460744738578796,6.060947418212891,0.7330517768859863,0.3522864282131195,0.0
15,4.750194072723389,0.64625483751297,6.059833526611328,0.7243922352790833,0.3496303856372833,0.0
16,4.738502502441406,0.6464024186134338,6.058722496032715,0.7157934308052063,0.3469453752040863,0.0
17,4.726803779602051,0.6465142369270325,6.057613372802734,0.7072545289993286,0.34422847628593445,0.0
18,4.715091228485107,0.6465866565704346,6.056506633758545,0.6987741589546204,0.3414768576622009,0.0
19,4.70335578918457,0.6466163396835327,6.055400848388672,0.6903514862060547,0.3386875092983246,0.0
20,4.691591739654541,0.6465997695922852,6.054298400878906,0.6819854974746704,0.33585745096206665,0.0
21,4.679790019989014,0.6465331315994263,6.053196430206299,0.6736751198768616,0.3329835832118988,0.0
22,4.66794490814209,0.6464130282402039,6.052098274230957,0.6654196977615356,0.3300630748271942,0.0
23,4.656046390533447,0.6462355256080627,6.051000595092773,0.6572180390357971,0.32709285616874695,0.0
24,4.644089221954346,0.6459969878196716,6.049906253814697,0.6490691900253296,0.32407018542289734,0.0
25,4.6320648193359375,0.6456936001777649,6.048812389373779,0.640972375869751,0.3209923505783081,0.0
26,4.61996603012085,0.6453218460083008,6.047721862792969,0.6329262852668762,0.3178567588329315,0.0
27,4.607785224914551,0.6448778510093689,6.046632289886475,0.6249299049377441,0.3146608769893646,0.0
28,4.595515251159668,0.6443580389022827,6.045544147491455,0.6169824004173279,0.31140264868736267,0.0
29,4.5831499099731445,0.6437587141990662,6.044458389282227,0.6090822815895081,0.30807965993881226,0.0
30,4.570682525634766,0.643076479434967,6.043374061584473,0.6012284755706787,0.3046901226043701,0.0
31,4.558106422424316,0.642307698726654,6.042292594909668,0.5934199094772339,0.301232248544693,0.0
32,4.545414447784424,0.6414488554000854,6.04121208190918,0.5856552720069885,0.2977043092250824,0.0
33,4.532601833343506,0.6404966115951538,6.040133953094482,0.5779335498809814,0.2941051125526428,0.0
34,4.519662857055664,0.6394475698471069,6.039056777954102,0.5702534914016724,0.2904333472251892,0.0
35,4.506590843200684,0.638298511505127,6.037981033325195,0.5626141428947449,0.28668802976608276,0.0
36,4.493383407592773,0.6370462775230408,6.03690767288208,0.5550146698951721,0.28286847472190857,0.0
37,4.4800333976745605,0.6356876492500305,6.035835266113281,0.5474542379379272,0.2789742052555084,0.0
38,4.466538906097412,0.6342197060585022,6.034764289855957,0.5399320125579834,0.27500495314598083,0.0
39,4.452895641326904,0.6326395273208618,6.033695697784424,0.5324474573135376,0.2709607481956482,0.0
40,4.43910026550293,0.6309444904327393,6.032628059387207,0.5249996781349182,0.26684194803237915,0.0
41,4.425150394439697,0.6291319727897644,6.031561851501465,0.5175883769989014,0.26264917850494385,0.0
42,4.411044120788574,0.6271993517875671,6.030496597290039,0.5102130174636841,0.25838330388069153,0.0
43,4.396780014038086,0.6251445412635803,6.0294342041015625,0.5028730630874634,0.25404563546180725,0.0
44,4.382357120513916,0.6229652166366577,6.028371810913086,0.49556809663772583,0.24963758885860443,0.0
45,4.367774486541748,0.6206594705581665,6.0273118019104,0.4882979393005371,0.2451610267162323,0.0
46,4.35303258895874,0.6182255148887634,6.026252269744873,0.4810624122619629,0.2406180500984192,0.0
47,4.338131427764893,0.61566162109375,6.0251946449279785,0.473861426115036,0.23601104319095612,0.0
48,4.323072910308838,0.6129662394523621,6.0241379737854,0.46669507026672363,0.23134265840053558,0.0
49,4.307858467102051,0.6101380586624146,6.023081302642822,0.459563672542572,0.22661589086055756,0.0
50,4.2924909591674805,0.6071760058403015,6.022026538848877,0.4524674117565155,0.2218340039253235,0.0
51,4.276972770690918,0.6040790677070618,6.020972728729248,0.445406973361969,0.2170005738735199,0.0
52,4.2613091468811035,0.600846529006958,6.019920825958252,0.4383828043937683,0.21211950480937958,0.0
53,4.245503902435303,0.5974780917167664,6.018869876861572,0.4313957989215851,0.20719493925571442,0.0
54,4.229560852050781,0.5939735174179077,6.017818927764893,0.4244466722011566,0.20223143696784973,0.0
55,4.213487148284912,0.5903327465057373,6.016768932342529,0.4175364375114441,0.1972336769104004,0.0
56,4.19728946685791,0.5865563154220581,6.015720367431641,0.41066619753837585,0.19220678508281708,0.0
57,4.180973529815674,0.5826447606086731,6.014671802520752,0.4038369953632355,0.187156081199646,0.0
