baseline,beta_rmse,hazard_irmse,c_index,pass_beta,pass_hazard,pass_c_index,pass_all
exp,0.14262200787363344,58.07429811360035,0.7628658865661957,False,False,True,False
weibull,0.14768090551120489,27.026907038944344,0.7641272387062282,False,False,True,False
gompertz,0.1506714226173913,26.942188209954374,0.7635442908313353,False,False,True,False
piecewise,0.14944082393669472,0.07123137145252346,0.764345459976881,False,False,True,False
