baseline,beta_rmse,hazard_irmse,c_index,pass_beta,pass_hazard,pass_c_index,pass_all
exp,0.36850673022103253,0.6337874674226737,0.7864698531525559,False,False,True,False
weibull,0.39855819778469237,0.7676621245495576,0.7862485197587091,False,False,True,False
gompertz,0.12822930360466245,0.9458744345951309,0.7864421562258038,False,False,True,False
piecewise,0.35594596985354743,0.787172944841905,0.785885545581964,False,False,True,False
