epoch,total,mle,pl,ode,ic,monotonic,min_slope
1,3.417168140411377,1.1167653799057007,5.9267168045043945,0.28310221433639526,0.5145227313041687,0.015513529069721699,0.19547206163406372
2,3.409661054611206,1.1142771244049072,5.9256110191345215,0.2827226519584656,0.5108623504638672,0.012885883450508118,0.19107578694820404
3,3.402251720428467,1.1117948293685913,5.924506664276123,0.28235867619514465,0.5072278380393982,0.01050602737814188,0.18693053722381592
4,3.3949296474456787,1.1093146800994873,5.923401832580566,0.28200775384902954,0.5036150217056274,0.008376698940992355,0.18304264545440674
5,3.387686252593994,1.1068315505981445,5.922297954559326,0.2816696763038635,0.5000185966491699,0.0065003689378499985,0.17941978573799133
6,3.380510091781616,1.104339361190796,5.921191692352295,0.2813448905944824,0.4964330494403839,0.004878798499703407,0.1760713756084442
7,3.373392343521118,1.1018320322036743,5.920084476470947,0.28103315830230713,0.49285396933555603,0.003512197406962514,0.17300866544246674
8,3.366323947906494,1.0993032455444336,5.918975353240967,0.28073450922966003,0.48927778005599976,0.0023978555109351873,0.1702445149421692
9,3.3592944145202637,1.0967456102371216,5.917863845825195,0.2804493308067322,0.4857015013694763,0.0015281187370419502,0.16779212653636932
10,3.352295160293579,1.0941506624221802,5.916750907897949,0.2801789343357086,0.4821225702762604,0.0008879434899426997,0.16566285490989685
11,3.3453142642974854,1.0915095806121826,5.9156365394592285,0.27992498874664307,0.4785390794277191,0.00045283761573955417,0.16386276483535767
12,3.3383405208587646,1.0888135433197021,5.91452169418335,0.2796890139579773,0.4749498963356018,0.00018854986410588026,0.1623888909816742
13,3.3313629627227783,1.0860563516616821,5.913408279418945,0.27947214245796204,0.4713541269302368,5.364422031561844e-05,0.1612273007631302
14,3.3243677616119385,1.0832324028015137,5.912296772003174,0.27927446365356445,0.46775108575820923,4.752377662953222e-06,0.16035409271717072
15,3.3173446655273438,1.0803388357162476,5.91118860244751,0.27909526228904724,0.4641396105289459,0.0,0.15973907709121704
16,3.31028151512146,1.0773762464523315,5.910083770751953,0.27893224358558655,0.46051719784736633,0.0,0.15934616327285767
17,3.303169012069702,1.0743459463119507,5.90898323059082,0.2787822484970093,0.4568806290626526,0.0,0.1591409593820572
18,3.295999050140381,1.0712497234344482,5.907887935638428,0.2786421477794647,0.4532257318496704,0.0,0.15909774601459503
19,3.288764476776123,1.0680885314941406,5.906796455383301,0.27850860357284546,0.4495483934879303,0.0,0.15919791162014008
20,3.281456232070923,1.064863681793213,5.905709266662598,0.278378427028656,0.44584402441978455,0.0,0.15942814946174622
21,3.2740671634674072,1.0615756511688232,5.904627799987793,0.27824869751930237,0.4421078562736511,0.0,0.15977880358695984
22,3.2665882110595703,1.058225154876709,5.903549671173096,0.2781163454055786,0.43833497166633606,2.2452011307905195e-06,0.16024234890937805
23,3.2590131759643555,1.0548126697540283,5.902475357055664,0.2779783010482788,0.4345201253890991,2.3949824026203714e-05,0.16080814599990845
24,3.2513327598571777,1.0513393878936768,5.901406288146973,0.277831107378006,0.43065744638442993,7.46857695048675e-05,0.16145950555801392
25,3.2435379028320312,1.0478066205978394,5.900339603424072,0.27767130732536316,0.42674168944358826,0.000158545866725035,0.1621762067079544
26,3.2356200218200684,1.044216513633728,5.899276256561279,0.27749568223953247,0.4227680265903473,0.00027529598446562886,0.16293402016162872
27,3.2275705337524414,1.040570855140686,5.8982157707214355,0.2773011326789856,0.4187321066856384,0.00042016824590973556,0.1637047827243805
28,3.2193806171417236,1.0368714332580566,5.897159576416016,0.27708467841148376,0.4146304726600647,0.0005842921091243625,0.16445767879486084
29,3.211042642593384,1.0331207513809204,5.896106719970703,0.2768435478210449,0.41046005487442017,0.0007557532517239451,0.16516095399856567
30,3.2025485038757324,1.0293195247650146,5.8950581550598145,0.27657532691955566,0.40621843934059143,0.0009211496217176318,0.1657845377922058
31,3.1938912868499756,1.025469183921814,5.894014358520508,0.27627789974212646,0.4019034504890442,0.0010673822835087776,0.16630259156227112
32,3.185063362121582,1.0215691328048706,5.892975807189941,0.2759495973587036,0.39751312136650085,0.0011833535972982645,0.16669562458992004
33,3.176058769226074,1.0176174640655518,5.891942501068115,0.27558907866477966,0.3930455446243286,0.0012612610589712858,0.16695208847522736
34,3.1668708324432373,1.0136114358901978,5.8909149169921875,0.2751954197883606,0.38849878311157227,0.0012973066186532378,0.16706889867782593
35,3.1574933528900146,1.0095469951629639,5.889893054962158,0.27476805448532104,0.3838706910610199,0.0012917723506689072,0.1670510321855545
36,3.1479196548461914,1.0054185390472412,5.8888773918151855,0.2743067741394043,0.37915924191474915,0.001248556305654347,0.16691066324710846
37,3.1381444931030273,1.0012201070785522,5.887867450714111,0.273811399936676,0.37436211109161377,0.0011743250070139766,0.16666553914546967
38,3.128161668777466,0.9969446659088135,5.886863708496094,0.2732822299003601,0.36947721242904663,0.0010774665279313922,0.16633734107017517
39,3.117964744567871,0.9925850629806519,5.885865211486816,0.27271947264671326,0.364502489566803,0.0009670119034126401,0.1659500002861023
40,3.1075499057769775,0.9881339073181152,5.884872913360596,0.2721237242221832,0.3594363033771515,0.0008516569505445659,0.16552799940109253
41,3.0969114303588867,0.9835836291313171,5.883886814117432,0.27149543166160583,0.3542774021625519,0.0007389849051833153,0.1650950312614441
42,3.086045026779175,0.9789275527000427,5.882906436920166,0.27083510160446167,0.3490249216556549,0.0006349557661451399,0.16467277705669403
