epoch,total,mle,pl,ode,ic,monotonic,min_slope,smoothness,baseline_ref
1,130.54266357421875,1.8172016143798828,5.377803802490234,96.83853149414062,30.542484283447266,0.0,0.0,0.0,0.0
2,121.91043090820312,1.851725697517395,5.377804279327393,88.34870910644531,30.365549087524414,0.0,0.0,0.0,0.0
3,114.00786590576172,1.8861424922943115,5.377803802490234,80.59085845947266,30.186416625976562,0.0,0.0,0.0,0.0
4,106.75181579589844,1.9205247163772583,5.377804279327393,73.48224639892578,30.00459098815918,0.0,0.0,0.0,0.0
5,100.07380676269531,1.9549185037612915,5.377803325653076,66.95442962646484,29.820005416870117,0.0,0.0,0.0,0.0
6,93.91706848144531,1.9893567562103271,5.377803802490234,60.951210021972656,29.63204574584961,0.0,0.0,0.0,0.0
7,88.2342529296875,2.023878574371338,5.377804279327393,55.42580795288086,29.44011688232422,0.0,0.0,0.0,0.0
8,82.98439025878906,2.058527946472168,5.377803325653076,50.337608337402344,29.243804931640625,0.0,0.0,0.0,0.0
9,78.13130187988281,2.093338966369629,5.377803802490234,45.65080642700195,29.042701721191406,0.0,0.0,0.0,0.0
10,73.64299011230469,2.128335952758789,5.377804279327393,41.33382797241211,28.836380004882812,0.0,0.0,0.0,0.0
11,69.49083709716797,2.1635348796844482,5.377803802490234,37.35848617553711,28.624366760253906,0.0,0.0,0.0,0.0
12,65.649169921875,2.1989455223083496,5.377804279327393,33.69957733154297,28.406200408935547,0.0,0.0,0.0,0.0
13,62.09487533569336,2.2345731258392334,5.377804279327393,30.334362030029297,28.181488037109375,0.0,0.0,0.0,0.0
14,58.806785583496094,2.270416498184204,5.377804279327393,27.24216651916504,27.949750900268555,0.0,0.0,0.0,0.0
15,55.765625,2.306466817855835,5.377804279327393,24.40416717529297,27.710538864135742,0.0,0.0,0.0,0.0
16,52.9537467956543,2.3427059650421143,5.377803802490234,21.803186416625977,27.463403701782227,0.0,0.0,0.0,0.0
17,50.354827880859375,2.379105567932129,5.377804279327393,19.423404693603516,27.20786476135254,0.0,0.0,0.0,0.0
18,47.95388412475586,2.41562557220459,5.377804279327393,17.250295639038086,26.943511962890625,0.0,0.0,0.0,0.0
