baseline,beta_rmse,hazard_irmse,c_index,pass_beta,pass_hazard,pass_c_index,pass_all
exp,0.09083746939349205,0.019547879684811267,0.7629313975361636,True,True,True,True
weibull,0.09333104201134708,0.10112132519057358,0.7641272387062282,True,False,True,False
gompertz,0.09312032460539453,7.537380323215311,0.7642069007461564,True,False,True,False
piecewise,0.10167532885866999,0.01641657310145864,0.7645337887859935,False,True,True,False
