baseline,beta_rmse,hazard_irmse,c_index,pass_beta,pass_hazard,pass_c_index,pass_all
pc_complex_up,0.05861251803023681,0.3726905473663577,0.7653381638376485,True,False,True,False
pc_late_jump,0.05685023373067793,1.229399894630469,0.7626084112179212,True,False,True,False
pc_nonmonotone_hump,0.07018917111052538,18.75192143902049,0.7630784866910824,True,False,True,False
pc_zigzag,0.08700655425989069,2.57284053248387,0.7654181033804103,True,False,True,False
bathtub,0.12664421417167082,0.38434060719305085,0.7641017491819102,False,False,True,False
