epoch,total,mle,pl,ode,ic,monotonic,min_slope,smoothness,baseline_ref
1,1.1150012016296387,-0.27320921421051025,5.552841663360596,0.0,0.0,0.0,0.0,5.827686111459229e-10,0.0
2,1.071429967880249,-0.32354724407196045,5.552841663360596,0.0,0.0,0.06766782701015472,0.0,1.2139403793298698e-07,0.0
3,1.0475594997406006,-0.3714149594306946,5.552841663360596,0.0,0.0,0.30764061212539673,0.0,4.230066110721964e-07,0.0
4,1.0323755741119385,-0.40741267800331116,5.552841663360596,0.0,0.0,0.5157772898674011,0.0,6.319202157101245e-07,0.0
5,1.0141785144805908,-0.4310917854309082,5.552841663360596,0.0,0.0,0.5705980062484741,0.0,6.328331778604479e-07,0.0
6,0.9925030469894409,-0.4469675123691559,5.552842140197754,0.0,0.0,0.5125994086265564,0.0,5.031072305428097e-07,0.0
7,0.9699084758758545,-0.4583536982536316,5.552842140197754,0.0,0.0,0.40051600337028503,0.0,3.2683729500604386e-07,0.0
8,0.9487100839614868,-0.468143105506897,5.552842140197754,0.0,0.0,0.28642645478248596,0.0,1.699528837662001e-07,0.0
9,0.9296640753746033,-0.4790153205394745,5.552842140197754,0.0,0.0,0.2046888917684555,0.0,6.818164166588758e-08,0.0
10,0.9117589592933655,-0.49295490980148315,5.552842140197754,0.0,0.0,0.16503344476222992,0.0,2.0658523780525684e-08,0.0
11,0.8935744762420654,-0.5107790231704712,5.552842140197754,0.0,0.0,0.1614295095205307,0.0,5.872105912629877e-09,0.0
12,0.8746007680892944,-0.5321565866470337,5.552842140197754,0.0,0.0,0.18546809256076813,0.0,3.5043152823988066e-09,0.0
13,0.8553769588470459,-0.5560794472694397,5.552842617034912,0.0,0.0,0.23245754837989807,0.0,4.317212809468174e-09,0.0
14,0.8368203043937683,-0.5812317728996277,5.552842617034912,0.0,0.0,0.2984142005443573,0.0,6.943694064176498e-09,0.0
15,0.8194783926010132,-0.6061634421348572,5.552842617034912,0.0,0.0,0.3743119537830353,0.0,1.0953930207335816e-08,0.0
16,0.8031434416770935,-0.6294945478439331,5.552842617034912,0.0,0.0,0.44427356123924255,0.0,1.3268699916579862e-08,0.0
17,0.7871231436729431,-0.6502597332000732,5.55284309387207,0.0,0.0,0.4917213022708893,0.0,1.1053128190496864e-08,0.0
18,0.7709546685218811,-0.6681868433952332,5.552842140197754,0.0,0.0,0.509309709072113,0.0,7.529944667794553e-09,0.0
19,0.7548292875289917,-0.6836901903152466,5.55284309387207,0.0,0.0,0.5030871629714966,0.0,1.2859290521305411e-08,0.0
20,0.7393510341644287,-0.6976596713066101,5.552842140197754,0.0,0.0,0.48800140619277954,0.0,3.771385692630247e-08,0.0
21,0.724926233291626,-0.7112168669700623,5.55284309387207,0.0,0.0,0.479323148727417,0.0,8.414509977683338e-08,0.0
22,0.7112579345703125,-0.7252848148345947,5.55284309387207,0.0,0.0,0.4833199381828308,0.0,1.425816265054891e-07,0.0
23,0.6980096101760864,-0.7401624917984009,5.552842617034912,0.0,0.0,0.4996145963668823,0.0,2.0049333215865772e-07,0.0
24,0.6851357817649841,-0.7556936144828796,5.55284309387207,0.0,0.0,0.5261862874031067,0.0,2.4950435317805386e-07,0.0
25,0.6727707982063293,-0.7714520692825317,5.5528435707092285,0.0,0.0,0.56011962890625,0.0,2.877820008961862e-07,0.0
26,0.6610836982727051,-0.7868589758872986,5.5528435707092285,0.0,0.0,0.5973170399665833,0.0,3.198639717538754e-07,0.0
27,0.6501486301422119,-0.8013205528259277,5.5528435707092285,0.0,0.0,0.6325825452804565,0.0,3.545265201410075e-07,0.0
28,0.6398993730545044,-0.8143483996391296,5.5528435707092285,0.0,0.0,0.6603683829307556,0.0,4.0267818235406594e-07,0.0
29,0.6301810145378113,-0.8256505727767944,5.5528435707092285,0.0,0.0,0.6762064099311829,0.0,4.76028759521796e-07,0.0
30,0.6208677291870117,-0.8351782560348511,5.5528435707092285,0.0,0.0,0.6783505082130432,0.0,5.852712661180703e-07,0.0
31,0.6119242906570435,-0.8430866599082947,5.5528435707092285,0.0,0.0,0.667999804019928,0.0,7.389307938865386e-07,0.0
