baseline,beta_rmse,hazard_irmse,c_index,pass_beta,pass_hazard,pass_c_index,pass_all
exp,0.020781832779966924,0.007988851108677458,0.7864698531525559,True,True,True,True
weibull,0.014188274555980707,0.3713353613719622,0.7862485197587091,True,False,True,False
gompertz,0.020847301760083203,0.05335780364773377,0.7864421562258038,True,False,True,False
piecewise,0.041743963319623933,12.30504791645011,0.785885545581964,True,False,True,False
