epoch,total,mle,pl,ode,ic,monotonic,min_slope,smoothness,baseline_ref
1,1.2710374593734741,-0.13139712810516357,5.609673023223877,0.0,0.0,0.00016250427870545536,0.0,1.67003442186342e-08,0.0
2,1.2325243949890137,-0.17387031018733978,5.609673500061035,0.0,0.0,0.039759375154972076,0.0,3.463547315618598e-08,0.0
3,1.2106658220291138,-0.21343937516212463,5.609673023223877,0.0,0.0,0.21684777736663818,0.0,2.1638545888436056e-07,0.0
4,1.1976295709609985,-0.24542318284511566,5.609673023223877,0.0,0.0,0.40630537271499634,0.0,3.9737039969622856e-07,0.0
5,1.1825236082077026,-0.26789340376853943,5.609673023223877,0.0,0.0,0.4799445569515228,0.0,4.319613537973055e-07,0.0
6,1.1633806228637695,-0.2837129533290863,5.609673976898193,0.0,0.0,0.4467169940471649,0.0,3.480760142338113e-07,0.0
7,1.1424269676208496,-0.2960352897644043,5.609673500061035,0.0,0.0,0.36041682958602905,0.0,2.204003664019183e-07,0.0
8,1.1217079162597656,-0.3073897361755371,5.609673500061035,0.0,0.0,0.26678213477134705,0.0,1.0556045992871077e-07,0.0
9,1.101928472518921,-0.3198540508747101,5.609673976898193,0.0,0.0,0.19363698363304138,0.0,3.23043991556915e-08,0.0
10,1.0824776887893677,-0.3351810872554779,5.60967493057251,0.0,0.0,0.15240058302879333,0.0,4.743688997166373e-09,0.0
11,1.0619959831237793,-0.35467225313186646,5.609674453735352,0.0,0.0,0.14249438047409058,0.0,8.853379362960823e-09,0.0
12,1.0392991304397583,-0.37892451882362366,5.60967493057251,0.0,0.0,0.15804605185985565,0.0,2.3389889136637976e-08,0.0
13,1.0141334533691406,-0.4077971875667572,5.609674453735352,0.0,0.0,0.19511710107326508,0.0,3.238409718164803e-08,0.0
14,0.9872944951057434,-0.44057562947273254,5.609675407409668,0.0,0.0,0.2545091509819031,0.0,3.11707211153589e-08,0.0
15,0.960095226764679,-0.47613635659217834,5.609675407409668,0.0,0.0,0.33812475204467773,0.0,2.386356534600509e-08,0.0
16,0.9335731267929077,-0.5126972794532776,5.609675884246826,0.0,0.0,0.4385124444961548,0.0,1.8108741173250564e-08,0.0
17,0.9074371457099915,-0.5479174852371216,5.609675884246826,0.0,0.0,0.5293551087379456,0.0,1.8989053884865825e-08,0.0
18,0.8804795742034912,-0.5798597931861877,5.609676361083984,0.0,0.0,0.5791994333267212,0.0,3.4113082136855155e-08,0.0
