baseline,beta_rmse,hazard_irmse,c_index,pass_beta,pass_hazard,pass_c_index,pass_all
exp,0.05684354365087962,0.011909988274275743,0.7629220388261682,True,True,True,True
weibull,0.059862005134532645,0.21074442404372742,0.7643878642074312,True,False,True,False
gompertz,0.05611346841022482,0.35513827925869434,0.764398961591032,True,False,True,False
piecewise,0.058370768952135874,0.06780596632365357,0.764468847817334,True,False,True,False
