baseline,beta_rmse,hazard_irmse,c_index,pass_beta,pass_hazard,pass_c_index,pass_all
exp,0.16086396251085167,0.03125000995980649,0.7864698531525559,False,True,True,False
weibull,0.23077012385419837,0.4056404009916249,0.7862485197587091,False,False,True,False
gompertz,0.1736099168994394,0.5545081688027963,0.7864421562258038,False,False,True,False
piecewise,0.14987843644395693,0.09358331150580736,0.785885545581964,False,False,True,False
