baseline,beta_rmse,hazard_irmse,c_index,pass_beta,pass_hazard,pass_c_index,pass_all
exp,0.05922730090324608,0.012341600983031257,0.7630249846361178,True,True,True,True
weibull,0.059914301374447546,0.10646742972856237,0.7643176958032611,True,False,True,False
gompertz,0.05816727338918676,1.726555117889188,0.7643669514502194,True,False,True,False
piecewise,0.06584076407348674,0.012854578556155294,0.7645500240281584,True,True,True,True
